日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20201030,6268,ナブテスコ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6273,ＳＭＣ,市場第一部（内国株）,3600,機械,8,機械,2,TOPIX Large70
20201030,6301,小松製作所,市場第一部（内国株）,3600,機械,8,機械,2,TOPIX Large70
20201030,6302,住友重機械工業,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6305,日立建機,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6326,クボタ,市場第一部（内国株）,3600,機械,8,機械,2,TOPIX Large70
20201030,6361,荏原製作所,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6367,ダイキン工業,市場第一部（内国株）,3600,機械,8,機械,1,TOPIX Core30
20201030,6370,栗田工業,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6383,ダイフク,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6395,タダノ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6406,フジテック,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6417,ＳＡＮＫＹＯ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6436,アマノ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6448,ブラザー工業,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6457,グローリー,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6460,セガサミーホールディングス,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6465,ホシザキ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6471,日本精工,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6472,ＮＴＮ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6473,ジェイテクト,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6479,ミネベアミツミ,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6481,ＴＨＫ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6501,日立製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20201030,6503,三菱電機,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,6504,富士電機,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6506,安川電機,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6586,マキタ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,6592,マブチモーター,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6594,日本電産,市場第一部（内国株）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20201030,6645,オムロン,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6674,ジーエス・ユアサ コーポレーション,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6701,日本電気,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6702,富士通,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,6703,沖電気工業,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6723,ルネサスエレクトロニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6724,セイコーエプソン,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6728,アルバック,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6752,パナソニック,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,6753,シャープ,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6754,アンリツ,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6755,富士通ゼネラル,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6758,ソニー,市場第一部（内国株）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20201030,6762,ＴＤＫ,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6770,アルプスアルパイン,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6806,ヒロセ電機,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6841,横河電機,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6845,アズビル,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6849,日本光電工業,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6856,堀場製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6857,アドバンテスト,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6861,キーエンス,市場第一部（内国株）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20201030,6869,シスメックス,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,6902,デンソー,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20201030,6920,レーザーテック,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6923,スタンレー電気,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6925,ウシオ電機,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6952,カシオ計算機,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6954,ファナック,市場第一部（内国株）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20201030,6963,ローム,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6965,浜松ホトニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6971,京セラ,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,6976,太陽誘電,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,6981,村田製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20201030,6988,日東電工,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,6995,東海理化電機製作所,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7011,三菱重工業,市場第一部（内国株）,3600,機械,8,機械,2,TOPIX Large70
20201030,7012,川崎重工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7013,ＩＨＩ,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,7164,全国保証,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,7167,めぶきフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,7180,九州フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,7181,かんぽ生命保険,市場第一部（内国株）,7150,保険業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,7182,ゆうちょ銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,7186,コンコルディア・フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,7189,西日本フィナンシャルホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,7201,日産自動車,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20201030,7202,いすゞ自動車,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7203,トヨタ自動車,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,1,TOPIX Core30
20201030,7205,日野自動車,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7211,三菱自動車工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7240,ＮＯＫ,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7259,アイシン精機,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7261,マツダ,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7267,本田技研工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,1,TOPIX Core30
20201030,7269,スズキ,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20201030,7270,ＳＵＢＡＲＵ,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20201030,7272,ヤマハ発動機,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7276,小糸製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,7282,豊田合成,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7309,シマノ,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20201030,7313,テイ・エス テック,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20201030,7337,ひろぎんホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,7453,良品計画,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,7458,第一興商,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,7459,メディパルホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,7476,アズワン,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,7518,ネットワンシステムズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7532,パン・パシフィック・インターナショナルホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,7550,ゼンショーホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,7616,コロワイド,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,7649,スギホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,7701,島津製作所,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,7730,マニー,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,7731,ニコン,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,7732,トプコン,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,7733,オリンパス,市場第一部（内国株）,3750,精密機器,9,電機・精密,2,TOPIX Large70
20201030,7735,ＳＣＲＥＥＮホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,7741,ＨＯＹＡ,市場第一部（内国株）,3750,精密機器,9,電機・精密,1,TOPIX Core30
20201030,7747,朝日インテック,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,7751,キヤノン,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,7752,リコー,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,7780,メニコン,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,7832,バンダイナムコホールディングス,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,2,TOPIX Large70
20201030,7846,パイロットコーポレーション,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7911,凸版印刷,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7912,大日本印刷,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7936,アシックス,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7947,エフピコ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,7951,ヤマハ,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7956,ピジョン,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7966,リンテック,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7974,任天堂,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,1,TOPIX Core30
20201030,7984,コクヨ,市場第一部（内国株）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,7988,ニフコ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,8001,伊藤忠商事,市場第一部（内国株）,6050,卸売業,13,商社・卸売,1,TOPIX Core30
20201030,8002,丸紅,市場第一部（内国株）,6050,卸売業,13,商社・卸売,2,TOPIX Large70
20201030,8012,長瀬産業,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8015,豊田通商,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8031,三井物産,市場第一部（内国株）,6050,卸売業,13,商社・卸売,1,TOPIX Core30
20201030,8035,東京エレクトロン,市場第一部（内国株）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20201030,8053,住友商事,市場第一部（内国株）,6050,卸売業,13,商社・卸売,2,TOPIX Large70
20201030,8056,日本ユニシス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,8058,三菱商事,市場第一部（内国株）,6050,卸売業,13,商社・卸売,1,TOPIX Core30
20201030,8060,キヤノンマーケティングジャパン,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8086,ニプロ,市場第一部（内国株）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20201030,8088,岩谷産業,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8111,ゴールドウイン,市場第一部（内国株）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20201030,8113,ユニ・チャーム,市場第一部（内国株）,3200,化学,4,素材・化学,2,TOPIX Large70
20201030,8129,東邦ホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8130,サンゲツ,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8136,サンリオ,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8184,島忠,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8227,しまむら,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8233,高島屋,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8252,丸井グループ,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8253,クレディセゾン,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8267,イオン,市場第一部（内国株）,6100,小売業,14,小売,2,TOPIX Large70
20201030,8273,イズミ,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8279,ヤオコー,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8282,ケーズホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,8283,ＰＡＬＴＡＣ,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,8303,新生銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8304,あおぞら銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8306,三菱ＵＦＪフィナンシャル・グループ,市場第一部（内国株）,7050,銀行業,15,銀行,1,TOPIX Core30
20201030,8308,りそなホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行,2,TOPIX Large70
20201030,8309,三井住友トラスト・ホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行,2,TOPIX Large70
20201030,8316,三井住友フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,1,TOPIX Core30
20201030,8331,千葉銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8334,群馬銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8341,七十七銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8354,ふくおかフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8355,静岡銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8359,八十二銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8366,滋賀銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8369,京都銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8377,ほくほくフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8382,中国銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8385,伊予銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8410,セブン銀行,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8411,みずほフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,1,TOPIX Core30
20201030,8418,山口フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行,4,TOPIX Mid400
20201030,8439,東京センチュリー,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8473,ＳＢＩホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8570,イオンフィナンシャルサービス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8572,アコム,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8586,日立キャピタル,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8591,オリックス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8593,三菱ＵＦＪリース,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8595,ジャフコ グループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8601,大和証券グループ本社,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8604,野村ホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8628,松井証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8630,ＳＯＭＰＯホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8697,日本取引所グループ,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8750,第一生命ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20201030,8766,東京海上ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行）,1,TOPIX Core30
20201030,8795,Ｔ＆Ｄホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行）,4,TOPIX Mid400
20201030,8801,三井不動産,市場第一部（内国株）,8050,不動産業,17,不動産,2,TOPIX Large70
20201030,8802,三菱地所,市場第一部（内国株）,8050,不動産業,17,不動産,2,TOPIX Large70
20201030,8804,東京建物,市場第一部（内国株）,8050,不動産業,17,不動産,4,TOPIX Mid400
20201030,8830,住友不動産,市場第一部（内国株）,8050,不動産業,17,不動産,2,TOPIX Large70
20201030,8876,リログループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,8905,イオンモール,市場第一部（内国株）,8050,不動産業,17,不動産,4,TOPIX Mid400
20201030,9001,東武鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9003,相鉄ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9005,東急,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
