日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20201030,9037,ハマキョウレックス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20201030,9039,サカイ引越センター,市場第一部（内国株）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20201030,9041,近鉄グループホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9042,阪急阪神ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9044,南海電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9045,京阪ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9046,神戸電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9048,名古屋鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9049,京福電気鉄道,市場第二部（内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9051,センコン物流,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9052,山陽電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9055,アルプス物流,市場第二部（内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9057,遠州トラック,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9058,トランコム,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9059,カンダホールディングス,市場第二部（内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9060,日本ロジテム,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9062,日本通運,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9063,岡山県貨物運送,市場第二部（内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9064,ヤマトホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9065,山九,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9066,日新,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9067,丸運,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9068,丸全昭和運輸,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9069,センコーグループホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20201030,9070,トナミホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9072,ニッコンホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9073,京極運輸商事,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9074,日本石油輸送,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9075,福山通運,市場第一部（内国株）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20201030,9076,セイノーホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9078,エスライン,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9081,神奈川中央交通,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9082,大和自動車交通,市場第二部（内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9083,神姫バス,市場第二部（内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9086,日立物流,市場第一部（内国株）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20201030,9087,タカセ,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流,-,-
20201030,9090,丸和運輸機関,市場第一部（内国株）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20201030,9099,Ｃ＆Ｆロジホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20201030,9101,日本郵船,市場第一部（内国株）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20201030,9104,商船三井,市場第一部（内国株）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20201030,9107,川崎汽船,市場第一部（内国株）,5100,海運業,12,運輸・物流,6,TOPIX Small 1
20201030,9110,ＮＳユナイテッド海運,市場第一部（内国株）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20201030,9115,明治海運,市場第一部（内国株）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20201030,9119,飯野海運,市場第一部（内国株）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20201030,9127,玉井商船,市場第二部（内国株）,5100,海運業,12,運輸・物流,-,-
20201030,9130,共栄タンカー,市場第一部（内国株）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20201030,9142,九州旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9143,ＳＧホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9171,栗林商船,市場第二部（内国株）,5100,海運業,12,運輸・物流,-,-
20201030,9173,東海汽船,市場第二部（内国株）,5100,海運業,12,運輸・物流,-,-
20201030,9176,佐渡汽船,JASDAQ(スタンダード・内国株）,5100,海運業,12,運輸・物流,-,-
20201030,9179,川崎近海汽船,市場第二部（内国株）,5100,海運業,12,運輸・物流,-,-
20201030,9193,東京汽船,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9201,日本航空,市場第一部（内国株）,5150,空運業,12,運輸・物流,4,TOPIX Mid400
20201030,9202,ＡＮＡホールディングス,市場第一部（内国株）,5150,空運業,12,運輸・物流,2,TOPIX Large70
20201030,9206,スターフライヤー,市場第二部（内国株）,5150,空運業,12,運輸・物流,-,-
20201030,9232,パスコ,市場第一部（内国株）,5150,空運業,12,運輸・物流,7,TOPIX Small 2
20201030,9233,アジア航測,市場第二部（内国株）,5150,空運業,12,運輸・物流,-,-
20201030,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20201030,9261,クボデラ,PRO Market,6050,卸売業,13,商社・卸売,-,-
20201030,9262,シルバーライフ,市場第一部（内国株）,6100,小売業,14,小売,7,TOPIX Small 2
20201030,9263,ビジョナリーホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売,-,-
20201030,9264,ポエック,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売,-,-
20201030,9265,ヤマシタヘルスケアホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20201030,9266,一家ダイニングプロジェクト,市場第一部（内国株）,6100,小売業,14,小売,7,TOPIX Small 2
20201030,9267,Ｇｅｎｋｙ ＤｒｕｇＳｔｏｒｅｓ,市場第一部（内国株）,6100,小売業,14,小売,6,TOPIX Small 1
20201030,9268,オプティマスグループ,市場第二部（内国株）,6050,卸売業,13,商社・卸売,-,-
20201030,9270,バリュエンスホールディングス,マザーズ（内国株）,6050,卸売業,13,商社・卸売,-,-
20201030,9271,和心,マザーズ（内国株）,6100,小売業,14,小売,-,-
20201030,9272,ブティックス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,9273,コーア商事ホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20201030,9274,国際紙パルプ商事,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20201030,9275,ナルミヤ・インターナショナル,市場第一部（内国株）,6100,小売業,14,小売,7,TOPIX Small 2
20201030,9276,アザース,PRO Market,6100,小売業,14,小売,-,-
20201030,9278,ブックオフグループホールディングス,市場第一部（内国株）,6100,小売業,14,小売,7,TOPIX Small 2
20201030,9279,ギフト,市場第一部（内国株）,6100,小売業,14,小売,7,TOPIX Small 2
20201030,9281,タカラレーベン・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9282,いちごグリーンインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9283,日本再生可能エネルギーインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9284,カナディアン・ソーラー・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9285,東京インフラ・エネルギー投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9286,エネクス・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9287,ジャパン・インフラファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20201030,9301,三菱倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20201030,9302,三井倉庫ホールディングス,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20201030,9303,住友倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20201030,9304,澁澤倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9305,ヤマタネ,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20201030,9306,東陽倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9307,杉村倉庫,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9308,乾汽船,市場第一部（内国株）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20201030,9310,日本トランスシティ,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9311,アサガミ,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9312,ケイヒン,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9313,丸八倉庫,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9318,アジア開発キャピタル,市場第二部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20201030,9319,中央倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9322,川西倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9324,安田倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9325,ファイズホールディングス,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9326,関通,マザーズ（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9351,東洋埠頭,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9353,櫻島埠頭,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9355,リンコーコーポレーション,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9358,宇徳,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9360,鈴与シンワート,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9361,伏木海陸運送,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9362,兵機海運,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9363,大運,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9364,上組,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20201030,9365,トレーディア,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9366,サンリツ,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9367,大東港運,JASDAQ(スタンダード・内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9368,キムラユニティー,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9369,キユーソー流通システム,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9375,近鉄エクスプレス,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20201030,9376,ユーラシア旅行社,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,9377,エージーピー,JASDAQ(スタンダード・内国株）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9380,東海運,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9381,エーアイテイー,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9384,内外トランスライン,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9385,ショーエイコーポレーション,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,9386,日本コンセプト,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20201030,9388,パパネッツ,PRO Market,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20201030,9399,ビート・ホールディングス・リミテッド,市場第二部（外国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9401,ＴＢＳホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9404,日本テレビホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9405,朝日放送グループホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9408,新潟放送,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9409,テレビ朝日ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9412,スカパーＪＳＡＴホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,9413,テレビ東京ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9414,日本ＢＳ放送,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9416,ビジョン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9417,スマートバリュー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9418,ＵＳＥＮ－ＮＥＸＴ ＨＯＬＤＩＮＧＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9419,ワイヤレスゲート,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9421,エヌジェイホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9422,コネクシオ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9423,フォーバル・リアルストレート,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9424,日本通信,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,9425,日本テレホン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9428,クロップス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9432,日本電信電話,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9433,ＫＤＤＩ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9434,ソフトバンク,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,2,TOPIX Large70
20201030,9435,光通信,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9436,沖縄セルラー電話,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9437,ＮＴＴドコモ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9438,エムティーアイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9439,エム・エイチ・グループ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,9441,ベルパーク,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9444,トーシンホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9445,フォーバルテレコム,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9446,サカイホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9449,ＧＭＯインターネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9450,ファイバーゲート,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9465,Ｋｉｐｓ,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9466,アイドママーケティングコミュニケーション,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9467,アルファポリス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9468,ＫＡＤＯＫＡＷＡ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,9470,学研ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,9474,ゼンリン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,9475,昭文社ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9476,中央経済社ホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9478,ＳＥホールディングス・アンド・インキュベーションズ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,9479,インプレスホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,9501,東京電力ホールディングス,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9502,中部電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,2,TOPIX Large70
20201030,9503,関西電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,2,TOPIX Large70
20201030,9504,中国電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9505,北陸電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9506,東北電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9507,四国電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9508,九州電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9509,北海道電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9511,沖縄電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,6,TOPIX Small 1
20201030,9513,電源開発,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9514,エフオン,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
20201030,9517,イーレックス,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,6,TOPIX Small 1
20201030,9519,レノバ,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,6,TOPIX Small 1
20201030,9531,東京瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,2,TOPIX Large70
20201030,9532,大阪瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9533,東邦瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9534,北海道瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
20201030,9535,広島ガス,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
20201030,9536,西部瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
